id,source,overalltext,overalltextloved,overalltextimprove,privatetext
24944,translation,Very good flat in an area a little less touristy and quieter than the first arrondissement. All the necessary facilities except for a dishwasher. Responsive host.,,,
24943,translation,The location was great. The house is very spacious and all amenities are provided.  They supported in all kinds of problems. We were very satisfied.,,,
24942,original,"Great host. Clear and responsive with communication. Helpful with airport transfers. The appt was clean, centrally located, and sensibly decorated.",,,
24941,original,Great place. Great location & accommodating venue.,,,Thank you for a great stay
24940,original,"The property location is great with responsible walk to old town centre 
The property offer only one key and in case you locked the door you will not be able to access the studio and will get charged for getting access to property which is not ideal as we were 3 guests and had only one key 
The kitchen hub is out off order and sofa bed isn’t very comfortable",,,Must provide at least 2 keys and check the cooker as its seems is out of order
24939,original,"This was, by far, our favorite place we have stayed in all of Europe. It was spacious and had everything you could want in an Air BnB.",,,We had a blast and would stay with you guys any time.
24938,original,"I have enjoyed my stay at the apartment very much. the aircon was handy. I just would recommend for Prague day to review the kitchen resources available for short-stay guests. I left some cling wraps, salt and pepper hoping to help the next guest start on their stay :). worth noting that the host sent someone to bring me baking trays etc after getting my feedback.",,,
24937,translation,"Location Perfect walking distance to all parts of the city. Having said that you will need eye masks which are provided to sleep given the passage of daylight. A bit stingy on bedding if you are 3 you will only have 3 towels for the total duration of your stay and not one more like pillows.
Excellent accommodation overall",,,
24936,original,"We loved that we could just step out of our apartment and there was the tram that took us everywhere in the city! There were about five small stores all around us for groceries and a delicious fresh pizza and salad place right next-door. Our stay was very comfortable. The third bedroom does not go into two beds, but otherwise it was as described and we had five adults and one child and enjoyed our stay immensely.",,,Third bed needs to be attached so it doesn’t come undone when you’re crawling into bed. Also needs a fan. Otherwise loved everything!  Thank you
24935,original,I am completely satisfied with the handling of the rental. Good location close to everything and spacious and clean apartment. A big plus - when we asked the host what to do in Prague when it rained - we got various tips and we appreciated that. The communication worked great and everything was great. I highly recommend this accommodation for anyone planning to visit Prague. Many thanks. H and L,,,I am completely satisfied with the handling of the rental. Good location close to everything and spacious and clean apartment. A big plus - when I asked the host what to do in Prague when it rained - I got various tips and I appreciated that. The communication worked great and everything was great. I highly recommend this accommodation for anyone planning to visit Prague. Many thanks. H and L
24934,original,Everything was perfect. location is quiet center. best service,,,
24933,original,"Location is good to walk to the museum and even to center of the city. We enjoyed the walk to the center of the city. Awesome restaurants around the house and were very delicious. Store downstairs convenient to buy drinks and food to your heart’s delight. Since it is next to the tram, you will hear it passing by from time to time. The messages and follow-up were very professional.",,,"Improvement points:

1.  Bathrooms have sewer smell, need to improve. 
2.  Master bedroom bed squeaks.  Need to tight up the bolts.
3.  Dishwasher does not wash clean. Need instruction. 
Other than this, nice pick on the location and nicely managed."
24932,translation,"Very clean accommodation, well located for the metro, between 5 and 10 minutes from the city centre by metro! Easy to get to! I'd recommend it for a weekend in Prague!",,,
24931,original,"Good communication,  apartment was clean and well furnished with all amenities you may need during a trip, the host gave good recommendations for events and the surrounding area. Overall great experience, would recommend",,,"There was a lot of noise from guests walking in the upstairs apartment, they weren't deliberately veing noisy but it seems the acoustics are very loud between apartments, limiting the noise (e.g. using carpet) from people moving around in theapartment above would make the stay perfect, everything else was great."
24930,original,"Perfect 2 bedroom apartment in Prague, walkable distance to Charles bridge. My friend and I had a lovely stay. Prague days was very responsive and very friendly. They provided recommendations and even gave us notice on a potential storm. 

I would recommend this place to anyone who travels to Prague.",,,Thank you for hosting us.
24929,translation,Thank you very much!,,,
24928,original,Responsible host and overall great apartment very close to Prague city centre. Easy to access most touristic attractions on foot which is brilliant. Would recommend staying here.,,,
24927,original,Good peaceful location with a tram slightly off from the busy center.,,,
24926,translation,"The flat is very well connected to main avenues, easy to access and very private at the same time. The shower in the bathroom was amazing, I loved the water pressure, and the balcony is nice for sunbathing. But most of all the host's attention was amazing, as well as the willingness to solve problems or solve requests.",,,"On the contrary, everything was great! Thanks for everything, nothing to add"
24925,translation,"There were five of us in the accommodation. We had plenty of space. The accommodation looked very new and was excellently equipped and furnished. The photos correspond 100% to the impression when you are there. Communication with the host was excellent. They were always available and always interested in our well-being. Check in check out was absolutely smooth. The transport links are also excellent. It's just a little noisy outside if you have the window open, but you're in the centre. You also have a fully air-conditioned flat, so you can leave the window closed.

All in all, an absolute recommendation. We would come back at any time. Many thanks to the team.

Greetings Konrad",,,Everything was tip-top.
24924,original,I recommend this apartment.,,,All good.
24923,original,Stayed at this Airbnb for work. It was very close to the Microsoft building (just a 5 min walk). There were plenty of coffee shops and restaurants within walking distance and taking an Uber to the city center only took about 15 min. The apartment was stylish and minimalist. The bed was comfortable and the Internet was fast. I didn't see an AC so keep that in mind if visiting during the summer. Overall a wonderful experience. Would definitely stay here again.,,,
24922,original,Really enjoyed our stay here while visiting Prague for a city break with friends. The flat was well located in a peaceful area that was a nice 15-20 minute walk to the centre. The flat worked great for our weekend away and had a well-equipped kitchen. The hosts are super responsive and helpful with any inquiries you have. Would definitely recommend staying here.,,,Thanks for everything! Really enjoyed the stay.
24921,original,"About house everything is good. But you can’t smoke on the terrace and you need go downstairs for smoke. It’s not a big problem but when it’s rain … And small problem with parking place,they have a sloped garage and if you have a low car you can’t park your car. 
p.s Everything else was great - the house was clean,the host responded promptly,and it was just a 5 minute metro ride to the city center. So I can confidently give the house a 4 out of 5.",,,
24920,original,"Very good, everything was nearby!",,,
24919,original,"We had a wonderfully stay in this cosy apartment from Prague Days. Check-in went very smooth. The elevator was a blessing with our heavy suitcases. Neighbourhood is amazing: quiet, but in a few steps at the center, restaurants and shops. Apartment was clean and cosy. The service from and communication with Prague Days was outstanding. The apartment was a bit hot when we arrived. They were so sweet to bring us a fan. 

Would definitely book this place again and recommend it to others!",,,
24918,translation,"Very clean and modern flat, quiet neighbourhood, definitely worth the money.",,,
24917,original,"Spotless apartment ideal for a couple +1  in an excellent location with a huge acacia tree on the opposite side of the street with birds welcoming sunrise every morning. planty of cafes and restautants around for diferennt tastes and budjets as well as grocery shops. Close to everything a tourist can dream of In Prague. I was surprized by quantity of kitchens utensils esp different size pots and pans one could hardly use i a small studio size kitchenette with a basic 2x stove. There are some faults in layout of interior design e. G bed lamps are situated to low for reading, not enough clothes/towel books in the bathroom... But you can easily manager with all this  unless you don't plan to stay in this apartment for weeks.",,,
24916,original,"Superb location, in the old town. Everything under location.",,,
24915,original,Great location for all sorts of things to do!,,,Air conditioning addition would be a nice feature for this place.
24914,original,"It was a really great stay in a beautiful comfortable apartment. The host is very helpful, friendly, and responsive. It was one of the best stays I had in an Airbnb. I freaked out when I saw that I had to climb up 3 set of stairs with my bags when I needed to check out because I have a back problem, but eventually I got someone to help me. When I checked with the host, I was encouraged in a friendly way “You got this!! And it’s worth it!!”  And they were right ❤️",,,"Oh so we can send something to you in private🎉🎉 so first thank you again for making it a very comfortable stay. Here are some few remarks to improve 💕
1. Please make sure the cover for the double bed fits a double bed. It was very weird to see only half of the bed covered (annoying for the eye🥲
2. No harm in putting extra pillows. 
3. I’m not sure if anything g can be done about the garbage being placed at the building entrance. Is this the way in buildings in Prague? The smell was suffocating each time we got in 🤪
4. Check in and check out times are incredibly inconvenient as always in Airbnb. Thanks for stretching check out till 12. 
5. The bathroom curtain is placed further away from where one is supposed to stand. It kept sticking on me as I took my shower 😂😂😂

Other than that everything was great 👍 thank you so much 💖💖"
24913,translation,"The flat is great, especially for a small family, a couple or friends who don't have privacy concerns.
considering the high prices, the location suited us personally. very accessible transport, it was great.",,,"Well, generally speaking, the flat was good and matched our expectations, pretty much for everything it offered. I was personally satisfied, although my partner was less so. I left a positive review on AirBnB. However, I have to make these observations:
- there was dust under the beds and some dirt in the nooks and crannies.
- the washbasin was blocked and the tap ran water very slowly.
- regarding the bedding, it wasn't really comfortable. it was acceptable but not comfortable.
- put detailed instructions on how to use the heating/air conditioning."
24912,translation,Everything perfect,,,
24911,original,"We had a wonderful stay at this amazing apartment in Prague! It was clean, spacious, and beautifully decorated. The location is very central and walkable to everything, which made exploring the city super convenient. While there was a bit of noise at night from nearby restaurants and bars, it didn’t take away from our experience.

The host was very attentive and responsive whenever we reached out and they quickly resolved a small issue we had during the stay.

Overall, we all thoroughly enjoyed our time here and would definitely stay again!",,,
24910,translation,"Very nice flat, super equipped, has everything. if you are 3 people maybe it is a bit small but for a weekend it is perfect. The communication was excellent. I recommend it and I would come back.",,,
24909,original,"A very pleasant and well-furnished apartment. Everything was ready for me and, most importantly, clean. Parking was hassle-free and spacious enough even for an SUV.

Yes, there is construction work taking place across the street, but it was completely quiet at night and not particularly disturbing during the day. I’d be happy to come back again.",,,"Well done – keep this as the standard! :)
If I may suggest, adding a few home diffusers could be a nice, elegant touch to bring a pleasant scent into the apartment."
24908,original,loved my stay here,,,
24907,translation,"Super location, just a stone's throw from the centre.
Practical - even for 6 people. Toilet simple, but sufficient.

The main door is a bit tricky, you can open and close the door a bit more forcefully while turning it at the same time.

Unfortunately, we also had some problems with the hot water, although we did manage to get that under control.

Communication was quick and friendly, even if not entirely effective.",,,
24906,translation,"Great location everything within walking distance.
As described in the pictures top you do not even believe when you come in.
Clean and everything worked we felt very comfortable.",,,
24905,original,Danke ! War solide gut,,,
24904,translation,Somewhat unclean and unfortunately no flexibility at check-in or check-out. In front of the house is a very noisy construction site. Location was good though.,,,"The chairs really need to be cleaned and the lamps were very dusty. Otherwise it was ok. However, the building site should have been pointed out."
24903,original,"Great customer support, very nice and helpful. The apartment matched our expectations but there was a bit of dirty kitchen utensils but we dished them ourselves nothing to big of a deal. Upon arrival we had to wait a bit, we were told we could check in at 16 and we did so that was not the problem. The problem was that we asked to be let in earlier if possible but they said that they were still cleaning the apartment, so when we arrived at 14:30 we waited in the hallway until 16 and no cleaners ever came  out which was quite disappointing because that ment we could have gone in at 14:30 when we arrived.

But for the most part we enjoyed our stay.",,,
24902,original,"The location was beautiful, right in the middle of the city and next to the national museum. There were so many amazing restaurants and things to do right around the apartment. It was on the very top floor and had some of the most amazing views you could imagine. The room would definitely get hot when coming back during the middle of the day but opening the windows quickly aired it out and the AC was a life saver! The host was quick and responsive and helped with anything we needed. 5 Stars, would recommend as long as you are fine with a little bit of tight spaces, to us it just made it a cozier experience:)!",,,"Thank you so much for a special experience, we can’t wait to be in Prague again, hopefully your spot will be open because we would definitely consider it again. Hope all continues to be beautiful for you!"
24901,original,The apartment was exactly like expected and we were allowed to check in and out at desired times due to the helpful hosts. Would recommend for anyone staying in Prague that is happy to stay in a cosier space.,,,
24900,translation,"Everything worked great, would come again.",,,
24899,original,Great place to stay in a great location.,,,Very clean thank you
24898,original,"Very peaceful and comfortable stay - perfect for 3-4 guests. Local shops made it easy to get what we needed and also close enough to the city centre that you can walk or get cheap transport.
100% recommend, thanks for the stay.",,,Could leave a pack of cards/boardgames for guests to have - we would have benefitted from this.
24897,original,Was very good there!!,,,
24896,original,"Always great to be back in Prague, and the stay is even better when booking with Prague Days.
Kudos to the staff of Prague Days and thank you, will see each other soon.",,,
24895,original,"The apartment fully matches the description and is very well furnished. Nothing is missing. Check-in was easy and very well organized.
By public transport you can reach the centre in 20 minutes. 

The bedrooms are spacious and very comfortable. The apartment is located on a busy street, which has both pros and cons: while it is quiet at night, traffic starts around 5:30 a.m., so light sleepers may want to bring earplugs.

The only major downside is the parking situation: There are private parking spaces in front of the building, but as stated in the description, they are not available for guests. Public parking nearby costs around 25 euros per day, which can significantly increase the cost for those arriving by car. The parking garages are further away.

Other than that, the stay was very pleasant and we felt comfortable in the apartment.",,,Thank you
24894,original,"Everything was squeaky clean and the check in was pretty easy. The place was comfy and cosy. I cannot complain :) We’d happily book here again.

Also, the team was super communicative even at night :) loved the recommendations of the city that they gave us!",,,Thanks for the fast communication and cleanliness of the apartment :)
24893,original,"One of the best hosts I've had on this site thus far. Very quick to respond and flexible with both check-in and check-out times. The apartment itself was clean and cozy, the coffee machine and pods were much appreciated, and the beds were firm but comfortable.",,,"Thank you so much for your hospitality, it was much appreciated."
24892,translation,Very nice,,,Everything perfect
24891,translation,"Excellent location, everything matched the description and clear instructions from the landlord. There were a couple of minor flaws and only one set of keys, a bad draining sink in the bathroom ( according to previous reviews this is a long standing problem) and the sofa bed in the living room is not very comfortable to sleep on. Other than that I have nothing to complain about.",,,
24890,translation,"We had some great days in Prague. The apartment is within walking distance to a good Egg Benedict and what else Prague has to offer. The apartment was nice and clean, the beds were good, and we also got to use the terrace. The furniture on the terrace could do with a pension, but otherwise we are very satisfied.",,,
24889,translation,The whole flat was beautifully furnished. The house had an underground car park which was very convenient as you didn't have to look for a parking space for your car. The cleanliness of the flat was top - everything was quite modern.,,,
24888,original,"This air B&B made our stay very comfortable! We were able to go out and enjoy the day, and come home and get rested for the next day. The neighborhood was very quiet and the view is spectacular. The beds were very comfortable as well! We will definitely rebook the next time we come to visit Prague!",,,"We loved everything! Thank you for giving us such a clean place to stay with comfortable beds. The view was absolutely gorgeous.

The only thing missing were washcloths for the bathroom (this might be an American thing?) and maybe a pair of scissors in the kitchen. Otherwise, I felt like I was staying at home. 🩷

The apartment was well stocked with paper towel, toilet paper, and the necessities. 

I think that the only other helpful information would be instructions for how to use the dishwasher, washer, and dryer. These are entirely different from models that we use in the USA and we didn’t really know how to use them. 

Thank you again for everything! We enjoyed our stay so much! We plan to rebook with you when we return to Prague!

Nikoleta"
24887,original,"Very nice spot in the near of the city.
We stayed with 4 persons and the space was enough, clean and comfortable.
5/5 recommend!",,,"Hi, it would be nice to habe some oil as basic stuff for the kitchen"
24886,original,"Great place, super lovely and helpful hosts!",,,
24885,original,"Nice place to stay. Can walk to old town area in 20 - 30 minutes. 
Many good restaurants nearby.",,,
24884,original,"We stayed at this apartment last week for our vacation, and it was absolutely amazing! The place was clean, beautifully decorated, and had everything we needed to feel comfortable and at home. The location was perfect—close to all the attractions, shops, and restaurants, yet quiet enough for a relaxing stay.

The host was incredibly welcoming and responsive, making sure we had a smooth check-in and offering great local recommendations

We truly enjoyed every moment and would definitely come back again. Highly recommended!",,,We truly enjoyed every moment and would definitely come back again. Highly recommended!
24883,original,"Very convenient location, peaceful at night, exactly what we were looking for.",,,Thank you again for making our stay easy and problem-free.
24882,original,Wonderful location!,,,"As we traveled with kids (2&4 years old), the stairs rails were pretty scary - it was super easy to miss a step and fall. 
The instructions how to get from a garage to the apartment are not clear."
24881,original,"The location is perfekt, you can walk to almost anything. The gate was really hard to open, especially late at night after the club. Overall a good experience.",,,
24880,translation,"Once we arrived, access to the house was quick and easy. We found the house well equipped with everything we needed during our stay. The sleeping arrangements despite the number of people was well managed. Overall I would recommend this property",,,The only two suggestions are for a curtain or glass as a splash guard in the bath upstairs and then leaving a towel in the kitchen would have been very useful
24879,translation,"It was good, right next to the tram track, but also right next to a large, extremely noisy street.  Now that it's warmer and you have to open the windows so it's not too hot, you can hardly escape the noise. Could hardly sleep. Otherwise good accommodation, everything worked about as it should.",,,"The flat was clean, everything worked ok. The location in terms of transport is not bad, but I think it should be mentioned in the description that it is very noisy with the window open or install air conditioning."
24878,translation,"We had a great stay! The flat is cosy, modern and very clean. It really has everything you need for a comfortable stay. The location is excellent - quiet yet central. We liked everything very much, absolutely recommendable!",,,
24877,original,"Management was very responsive. Questions were responded to immediately. We had a minor issue with one of the beds and they sent someone out the same day. 

Very impressive service",,,
24876,original,"The host is nice and friendly, response very effective. They are helpful, recommend many restaurants and sightseeing point to me.

Near the house has supermarket Albert  and a restaurant called Pho100 with walking distant, the food quite good.",,,"Many thanks for stay 

Suggestion : m

1. the bedroom blind can’t block all the sunshine, because sun raise around 4:xx am.

 2. If the house has the instruction for rubbish handling, I think it is quite easy for me to handle."
24875,original,"Great stay, everything was really clean, also place looked exactly like photos and had all listed amenities. Location is great, close to old town and also close to shopping centre. The host were so friendly and always there to help.",,,Everything was perfect. Not one bad thing to say. You all were very helpful and friendly. We are definitely coming back.
24874,original,Absolutely stellar apartment! Great location and close to all the places I wanted to see. Lovely staff and excellent service.,,,Thank you so much for your kindness and accommodation
24873,original,"Great location and accommodations overall! Would definitely recommend as a home base for exploring Prague by foot.  Only feedback is it is furnished like a rental, could use more towels and extras to make it feel more comfortable.",,,
24872,translation,"We were there as a family with two adult children. The kitchen was very well equipped, so we were able to cook well. The balconies were great. The flat was very quiet. The bedrooms and beds were perfect. Bus stop on the doorstep so we could easily get to all the sights. We would book again. The team was always available. Many thanks for this lovely flat.",,,The dog hair followed us around in the lower area. And flew around in every corner afterwards. We noticed this and hoovered more often. We were missing another cosy place to sit by the sofa. One of us always had to sit on a kitchen chair. Best regards Michaela and Heiko with Kira and Daria
24871,original,I recommend this place for sure. Looks exactly or even better than pictures,,,thabks
24870,translation,"Perfect location, good and nice flat. One bedroom is a bit cramped but otherwise it was really nice",,,"It was really nice, thank you very much. I would replace the shower head though, it's had better days.

Thank you very much!
VG Tim"
24869,original,very nice place,,,
24868,original,"Amazing stay in beautiful Prague.Beautifil,clean and modern flat with great location(right next to Old Town Square) easy walk to everywhere.Flexible check in.
We had a nice stay and would highly recommend this place!",,,Thank you for making our stay even more memorable.
24867,original,The vacation with the children was wonderful. The children were delighted with the apartments. Clean and tidy. I recommend these apartments,,,
24866,translation,The house is in a great central location only the stairs were a bit tiring.,,,"you need to solve the heating problem, but you can put one or two electric heaters"
24865,original,The customer service team was really helpful and nice.,,,The check out time is too early
24864,original,The place is lovely and comfortable and the host is very responsive and helpful. We definitely recommend!,,,
24863,translation,"Nothing to report, satisfied",,,
24862,translation,"Beautiful and well located apartment in this part of Prague, everything was a short walk away.Kampa is amazing.Apartment nice, clean.I recommend.S",,,"Good day, only in the room downstairs there was a weak mattress on the bed, it was hard and could not sleep on it, we had to go to sleep upstairs .Otherwise nothing to complain about.S"
24861,translation,"Everything was fine, the apartment was beautiful! I recommend..",,,Thank you so much for everything.
24860,original,Very spacious,,,
24859,translation,"Very pleasant time had. Very nice flat within walking distance of everything. Right in the centre, but lovely and quiet due to courtyard placement.
Spacious. Good beds and a nice rain shower.
Highly recommended!",,,
24858,original,All was well.,,,Hi the appartment is well kept. The hair dryer is to weak an the shower a bit unpleasant. Otherwise all good
24857,original,"Fantastic stay, especially the location and free coffee! Thank you for a wonderful stay.",,,
24856,translation,"We arrived on a midweek day, it had rained just before and there weren't many people on the streets. It was my first use of Airbnb and I was afraid I had chosen a bad area: not so! The area is quiet and there is a cocktail bar very close by (as well as tram stops to go to the centre), so in the evening (between 11pm and 1.30am) I was never afraid, because there were always a few people around and on the vehicles. When we came back very late, however, we opted for a Bolt.
The flat is very nice, you can see that it was recently renovated. Small and cosy, perfect for two people. The terrace is very large and there was even coffee! (It's not easy to find decent coffee in Prague and especially not easy to find cheap coffee, so we were very happy with the machine!).
Only caveat: to open the door you have to pull it while turning the key or it won't open.
Highly recommended flat!",,,
24855,translation,"I was happy with my children in this apartment. There are basic utensils, a fridge, stove, kettle and a top opening washing machine. The only thing missing was a microwave, but I heated food in the crock pot. Great service, communication and a very nice quiet apartment 5 minutes from Atrium Flora. If it is available, we will book it again next time. Thank you 🤗💐",,,"I still want to tell you privately that on the 1st day of arrival I found drugs - a packet of Marijuana on top of the fridge. It would be nice if someone always checked all the places before anyone else checked in. I was embarrassed because I had small children next to me. I got a picture of the package, of course I threw it away. Just a heads up on my part for the sake of the other guests. Otherwise, I was happy. Thank you"
24854,translation,Very cosy accommodation in a quiet neighbourhood,,,
24853,translation,Beautiful apartment in a unique address in the city center. The location in the courtyard of the house provided complete tranquility.,,,It would be good to work on the cleaning.
24852,original,Wonderful apartment that looked exactly like the photos. I extended my stay twice due to how convenient the location is. Would have no problems staying here again.,,,Thanks for letting me stay and for helping me extend my stay both times!
24851,original,"The apartment is perfect for two, located great, just a few minutes walking distance from the National Theater. The building itself was quiet with very beautiful hall, however the street could be a bit noisy. But since you're in the center of a big city, I assume that should be normal.
The apartment was generally clean, but not shiny. One could see some left small stains in the kitchen plot and some dust, which wasn't a big deal since the sheets and towels were perfectly clean and we didn't spent much time at the apartment cooking or similar.
Luckily there were free coffee tabs at the premises, cause we brought the wrong type. Please note that the coffee machine is Nespresso and NOT Dolce Gusto as in the description.
The bathroom floor has heating, which I absolutely love and there's free shampoo and shower gel.
Overall we had a very good stay at this place, and there is nothing really to complain about. We enjoyed our stay there.",,,"Hi, thanks for hosting us.
Overall we enjoyed the apartment, but there are things you could fix to make the guests' stay even better.
I would suggest a bit more detailed cleaning of the apartment. One of the chairs has loosen legs, may be tighten the screws.
We couldn't start the oven, I am not sure if it was us, or it's not working. 
The hairdryer doesn't heat at all, it just blows cold air.
The description of the coffee machine is wrong - it says it's Dolce Gusto, but it's Nespresso, so we bought the wrong tabs.
But thanks for the complimentary tabs at the premises.
Wish you all the best and hope this review will help.
Best regards,
Maria"
24850,translation,"Hello
I would like to thank the hosts,
quick response to my questions, everything matched the description, definitely recommend
Thank you",,,"Hello
I would just recommend curtains in the living room
Thank you"
24849,translation,We were very satisfied :),,,
24848,translation,"Living in this apartment was really great! 🏠✨
The apartment is spacious, modern and clean, equipped with everything needed for a comfortable stay. Very quiet location, great access to the city center and public transport. The owner is friendly and helpful, everything went without problems.
I definitely recommend it!",,,
24847,translation,Everything was great,,,Nothing
24846,original,"Lovely space located right in the midst of old town making all destinations walkable. Well lit space, very clean, excellent kitchen appliances. Very quiet space though in center. Very responsive host ..",,,"Everything was wonderful.. small notes/improvements
- slightly later check out time like 12 would be more in line with many other Airbnb 
- one kitchen cabinet smelled bad when first open.. otherwise all very clean
- shower cabinet doesn’t close well
- would be nice if bathrooms are equipped with toilet sanitary detergent to clean after use with brush 
- hanger in one of the master bedroom cupboards didn’t light
- some motion sensors were on while we were living there.. uncomfortable for tenants"
24845,translation,"Clean and neat apartment
and a sweet look",,,
24844,translation,The flat was exactly as described and very nice. Practical with garage directly in the house and only about 10-15 min. from the shopping centre and the old town west of the Vltava. Nice quiet location and very quick response from Prague Days to questions etc. Can recommend the flat to anyone travelling by car and wanting to have a great time in Prague.,,,"I have only positive things to say about the quick responses and I was very happy with the flat. If I am in Prague again I would not hesitate to book the flat again and have a great time there. The only tip on my part, write a little note in the instructions for entering the building that you have to hold the chip for opening the doors outside in front of the intercom (or whatever you call it...) to open the front door. The mechanism is quite inconspicuous (only outside the house, to be clear) and we had to look around a bit / try it out until the door opened ;). Otherwise, as I said, everything was great and we'd be happy to stay again."
24843,original,"Beautiful apartament, great for a couple wanting to see Prague. Very short walk to the city center, and surrounded by a park. Great view of the park from the balcony.",,,
24842,translation,Very nice flat,,,
24841,original,"Great location, quick response time from host and everything as described. Would stay again when back in Prague",,,
24840,original,"We had such a lovely stay at this apartment in Prague! It looks exactly like the pictures: clean, tidy, and very comfortable. The bed was also really comfortable, and having a coffee machine in the apartment was a nice and helpful touch to start the day.

If you enjoy walking, you can absolutely reach the city center on foot, but there's also a tram stop just outside the building, which is super convenient.

Check-in and check-out were smooth and easy. We even arrived an hour early and were able to check in without any issue, which was a great bonus.

The only small thing to note is that there were a few different keys, and it wasn’t immediately clear which key was for which door. Also, you need a key to open the door on the ground floor (just after the elevator) if it’s closed, which might be a bit tricky during check-out. Not a big deal at all, but a little clarification would make it even easier.

Overall, a great experience, highly recommended!",,,
24839,original,"Stayed for five nights during a conference. Great apartment: clean, well located, central but not noisy, easy to walk everywhere, and good internet for zoom meetings and working. Area felt safe and there were plenty of food options nearby. Great comms from host. Would stay again, thanks!",,,Thanks for everything!
24838,original,Amazing apartment in a great location. It was super clean and spacious. 10/10,,,
24837,original,Very nice location and a well equipped place,,,
24836,original,"Great location, very sunny and spacious apartment, very quiet at night",,,
24835,original,"Great apartment in Prague, easy check in, walked from main train station, very clean, exactly as described. It was close to all attractions, we walked everywhere, the location was situated close to lots of great restaurants and cafes away from the main centre. Communication was excellent, I would highly recommend.",,,
24834,original,"The place was exactly as described. 
Traveling with 2 kids, it did provide us with plenty of space. 
It is private, isolated and we will definitely visit it again.",,,
24833,original,"The place is nice but far away from everything, I didn’t like that City tax has to be paid separately and not included in the rent price,.
Tile grout in the shower covered with mold. 
Outdoor terrace is a hazard ⚠️ area, Spiders webs everywhere, and armies of ants around the plants.
Anyway,  I wouldn’t stay there again",,,
24832,original,"equipped , comfortable, clean, great location. a very nice apartment where you can stay peacefully with your family. thank you for the caring and polite host. ☺️",,,
24831,original,Was a great place in a great location :),,,
24830,original,"The location was amazing; the place was exactly how it looks in the photos. The more I stayed there, the more I enjoyed it. Thank you so much.",,,
24829,original,"So happy I found this place. The apartment is really nice well set up, with two bathrooms and big windows. It’s quiet inside, has good soundproofing, and there’s a gated yard with a concierge, which feels super safe. It’s also really easy to get to the city center. There’s a big shopping mall about 10 minutes away with everything you need. I’m super happy with the stay, definitely recommend!",,,Thank you for the flexible check-in and for helping with the stuff I forgot in the room. I really appreciate it.
24828,original,Top,,,
24827,original,Great unit. Very calm and family friendly neiborhood. Close to tram station but also walkable distance from the downtown and night activities. Close by the river and enjoyable spots for breakfast and dinner. Besides that the team was awsome accomodating our late arrival e provide clear instructions on how to use the self check in process. The unit was descibe as the add and all that was listed was included. Great stay and will consider for future visits,,,"The only feedback that i would provide is related to the shower, it was really dark and the shower courtain was not ideial. Beside that all was fine."
24826,original,"Great stay, exactly like images and description. Clean. Clean towels and linen. Powerful shower and loved the shower gel. 

Thank you so much",,,
24825,translation,"One of the best Arbnb accommodations I have ever been to. Very clean and new. Very bright and spacious. Very good location to the city, both on foot and by metro.
Also helpful tips from the host on what to do.  Host always available and great communication.

The accommodation includes everything you need. Sufficient crockery, dishwasher, washing machine and everything else you need for a cosy pastime.",,,It was wonderful accommodation. Thank you very much :)
24824,translation,"Strategic and quiet area. Convenient because it is close to the centre and public transport.
All the services we were interested in were present in the accommodation.
Very nice and definitely recommended.",,,"The only defect we found was some mould on the pillows of the double bed.
Otherwise we really felt at home, we had everything we needed for a comfortable stay."
24823,original,"I Highly recommend this apartment. The location is fantastic, and the apartment is beautiful and clean, and the service is great. They respond very quickly to all requests. I’m very impressed.",,,
24822,translation,"Well located!Clean, well equipped apartment",,,
24821,original,"The hosts were super helpful and responsive - I really appreciated them checking in with me to make sure everything was ok, and all their local recommendations ! The view from the balcony is amazing, and the building and apartment are quiet, clean, and perfect for a stay. Thank you",,,Thanks again so much :)
24820,translation,Everything is perfect! The location is incredible!,,,
24819,translation,"Overall we were very happy with the accommodation! A great and quiet location, all sights within walking distance (approx. 30 min). We really enjoyed our stay!",,,
24818,original,"Fantastic place, so spacious and stylish. Very handy to get into the city.",,,Thank you so much for letting us stay with you. Really loved my time in the apartment and hope to one day return. Thanks for your help with my questions.
24817,translation,All great,,,
24816,translation,Very nice flat and location at a very good price,,,Communication was very pleasant and fast and we liked the flat very much. Super service
24815,original,Great location and easy to walk to everything you want to see! ! Responsive host and super cute apartment!,,,Thank you for the wonderful stay!
24814,translation,"Very good location
Super flat
Very satisfied
Gladly again!",,,Many thanks for the great stay!
24813,original,"""The place was excellent. It was quiet and very conveniently located for transportation. There were no inconveniences. However, the key was hung on a utility pole on the street, which could be improved.""",,,"It would be nice if I could leave my luggage at check-out. Even if check-out is at 10 o’clock, I’m wondering if it would be possible to drop off my bags before 1 p.m. I have no special comments—overall, I was satisfied."
24812,original,"We stayed here for the second time. The apartment is modern and quiet. The yard is safe and closed. There’s a big mall, tram stop, and subway nearby - very convenient. Great place",,,"I couldn’t find the house manual inside. At first, I didn’t realize the laundry detergent was actually a laundry sheet. But overall, I really liked everything - thank you!"
24811,translation,"As a Prague resident using AirBNB in Prague, this is the perfect mix for the needs of a family of 3. Close to the metro, playground 5 minutes walk, parking for the car (albeit on a slope where people will have to practice it).
Great for us, better than other housing closer to the city centre, although I understand that this will be a strange location for tourists, even though it's still a long way to the city centre.",,,
