id,source,headline,negative,positive
3683,original,,The common area is old and it does not have a lift.,It is a perfect apartment with location in centre of prague. Which is walking distance to all amenities
3682,original,Cozy apartment in perfect location,,"Perfect location, in historical city centre. Moderno apartment, full of comforts. Bathroom in particular!"
3671,original,The stay itself was great! Location was perfect. The company is awesome to deal with. Only down fall was the constructio,"Construction in one of the apartments. Couldn’t sleep in. But the people didn’t know about the construction going on. Thought maybe they would offer me some compensation back, but nothing 😢",The location was perfect!!
3670,original,"Great place, strongly recommend.",Small area for improvement would be adding more wine glasses (there were only two),"The location was great. Everything you might need was there, including a sufficient amount of coffee pods which I appreciate a nice gift :)."
3668,original,A wonderful stay in a fab city,Lack of door between living and bedroom !,Fab location and blissfully quiet . Very well equipped and easy check in
3664,original,,The beds were little uncomfortable.,"The Apartment was full equipped of furniture and accessories.
The position was good, very near to the metro station and also near to many supermarkets.
the Apartment was exactly how is showed in the photos."
3659,original,Perfect location in a flat that had everything you needed,3rd floor apartment which wouldn’t suit a pram or older people,Location was brilliant
3643,original,the city&#39;s attractions offset the difficulties of getting to the center .I will return to Prague aga,"The keys to the apartment were collected to the minute - as we know, there are time slots when traveling (earlier arrival), lack of understanding and the possibility of moving in 30 minutes earlier - yellow card","the location of the building in a quiet district, the size of the rooms and the quality consistent with the photos on booking, a coffee machine that saves the mornings,"
3642,original,Thank you,"The apartment entrance needs more cleanliness, in addition to the noise outside and the lack of parking for the car",". The furniture of the apartment is new and modern, with a modern design. The apartment is spacious and tidy. The entrance to the apartment needs more cleanliness. There is noise outside from the bars. It is very suitable for young people and not suitable for families. In addition to the lack of parking, we faced difficulty in providing parking for the car. It took nearly an hour until I found a parking space, as the The host helped me search for Parking by sending links to search for Parking. Thank you"
3640,original,Great stay in a great location!,"The biggest issue we had was with the keys pickup - the lockbox was moved and this information was not included into the welcoming message, which made us spend some time looking for it. On the other hand the emergency phone worked fast and efficient, we were also told that next guests would get the proper location of the lockbox.

There were also some smaller issues within the premise - some mold in the bathroom, one very loudly creaking wooden panel on the floor - but nothing serious.","The location was perfect! Tram stop a few meters away, grocery store next corner, metro station (and a couple of bus stops) two blocks away, but all surprisingly peaceful &amp; quiet - what more may one want?

If you travel with kids you may be happy with the TV set with some apps preinstalled (like Disney+) for evening cartoons."
3635,original,Modern apartment with good location!,"It could be cleaner, but nothing horrible. 
The sofa is not the best for two person.","Location is great. 
The bedroom’s bed was comfortable."
3631,original,Perfect choice for family trip to Prague.,We were satisfied. Thanx.,"Accommodation fullfilled our expectations. Nice, clean, quiet (it is important for us because of kids). Metro station and tram a few steps away. A lot of coffeteries and pubs with good food arround. Photos are real."
3621,original,,Check in was confusing and delayed,"So clean, new comfortable and spacious"
3617,original,Good and sunny place to live. The equipments are good.,"It is on the 8th floor, no lift. For those who are not in a good shape, it is a bit tough.","When the equitements are broken, the landlord sent their stuffs to repair fast."
3613,original,"Sufficient for 2 night stay, but for longer period of time I would be lacking quality sleep for sure","There were no curtains in the flat, we received sleeping mask as a substitution but is wasnt very comfortable. Appartment is located toward crowded road so if you are going there in the summer and you need to have open windows during night you can expect quite a noise. Also, not that much space for your luggage.",Appartment is located in the heart of Karlin which is great location!
3611,original,Excellent modern  apartments in a special city,,"You’ll love the light modern well equipped apartments of a good size and excellent standard.
It’s 30mins walk to the heart of the old town, 15 mins walk to the national mutant railway station.
BoLT taxi app is excellent.Trams/ metro 2 mins away 
There are shops for supplies and local places to eat on your doorstep.
Staff are attentive to your needs."
3595,original,,Nothing,All
3594,original,,,"Amazing location, spacious apartment, friendly staff, we had issue with video projector, they gave their best to repair, addressed our needs quickly, no parking, but its not their fault, really nice bathroom and kitchen with all appliances."
3586,original,Nice place in the heart of Prague,Everything was good and nothing to complain or say,"Everything went smooth, the check-in and checkout is all automatic and no need to pass over reception or other steps to take keys. WiFi working good. Location of the place was also great, very close to the public transportation."
3579,original,,Internet was unreliable. Electricity would turn off when doing computer work or watching TV and then I'd have to wave my arms wildly.,"Location, laundry, cleanliness, building, room was clean and had all the things needed."
3568,original,Definitely I&#39;d recommend this place to stay.,"Not a problem, just a minor inconvenience: The chairs could be more comfortable. The overhead light was a little lacking.","Location: The location is very good: I'd say, it's the &quot;geographical center&quot; for Pražský hrad, Vyšehrad, Staroměstské náměstí, and other &quot;must-see&quot; Prague places. The Vltava embankment is just two minutes away. On the other hand, the place is very quiet and away from the main tourist routes.
Facilities: I'd say, everything you need you'll find in the apartment, and even more. Except for the microwave oven (but maybe I just couldn't find it? :)), but the electric kettle and the stovetop solve all the problems. The balcony is wonderful. The bed is perfect.
There was no TV, but for me, that's an advantage, not a disadvantage.
Cleanliness: no complaints, everything was perfect.
Staff: very friendly and helpful people. Special thanks #1 for the clear and understandable information about where and how to get the keys on arrival. Special thanks #2 for all those little gifts that I found in the apartment on arrival. Special thanks #3 for the information about the ongoing festival :) I really felt myself a guest, not just a customer.
Hints: 1) Wi-Fi login/password can be found in the brochure on the window sill. 2) The best supermarket nearby IMHO is Penny (Arbesovo nám./ul, Štefánikova 248/32, 150 00 Praha, Czechia) — 5-10 minutes by foot. I'd not recommend it to visit all those little minimarkets nearby. Not bad, but just be attentive when paying.
Summary: Definitely I'd recommend this place to stay."
3567,original,"Cozy, comfortable and well-stocked apartment in a nice location.",,"I loved the apartment. It’s spacious, clean, the kitchen was well stocked and there are many good restaurants and coffees in the area. The tram departure point is also very close."
3565,original,,"As mentioned by others, could be a bit loud in the morning (trash truck for example). Parking entrance is a bit narrow for a bigger car but still fine.","Location is convenient - bars, restraunts, shops and river are nearby. The apartment itself is big enough for 2-4 persons. Private parking is also a plus"
3558,original,Nice apartment for families with small children,,"Nice location in a quiet street but only a few minutes walk from a public park with a nice play ground and only ten minutes walk from the city center.

The apartment had a well equipped kitchen and was nice and modern."
3557,original,"A great, fulfilling experience.",,"Absolutely wonderful experience! They are great: design, amazing windows, comfortable bed, cleanliness. The place is in the vecinity of all important tourist atractions. I warmly recommend to enjoy this place!"
3554,original,,,"Strategic Location, have 2 bathrooms, quiet, suitable for a group of friends up to 6 pax"
3553,original,Amazing place!,"One set of towels for 4 nights, you need to request it if you want more","Very clean, comfy bed, good location etc"
3550,original,,"Charged an additional c. GBP18 for bedding for the second room.

While the confirmation email (after payment) asks for sleeping arrangements, nowhere is it mentioned that if you do not specify that you would be using both bedrooms, that there would be an extra charge for bedding. When I book a two bedroom apartment, I expect both bedrooms to be usable when I arrive for the price paid. I do not think it is appropriate to charge extra for this, nor do I accept that asking about sleeping arrangements after bookings have been confirmed is an appropriate way to not make up a second bedroom. I would suggest this is clearly asked before booking, rather than as part of long confirmation messages after the event.",Location was great and instructions very clear to get in.
3543,original,,"Everything was perfect, just an ensuite in the lloft would be helpful but didn't bother much.","Glad we chose the apartmwnt. Perfect for a family stay. Clean, comfortable and so well furnished. Exceptional stay. Would highly recommend."
3538,original,"Disappointing, inadequate and not worth the money.","No meet and greet, no showing of how things work around the apartment. An already late check in of 4pm was extended to 7pm, apparently due to cleaning issues. Only one room was made up, even though on several occasions we had stipulated we needed both rooms. Double beds with very thin single duvets, is uncomfortable and unacceptable! TV wasn’t set up and should have been checked prior to our arrival. Cooking utensils sadly lacking, two very small cheap pans were  simply inadequate to cook a meal for 2 let alone a party of 6 (which is what this apartment is supposed to be geared up for) lamps with no socket near by! Bathroom Extractor not working, lights that worked and then didn’t. No where to empty waste bins, the exterior waste carts were locked. This has the potential to be a super property, but it’s sadly lacking and expensive for what it is.","The apartment had 2 bedrooms and two bathrooms which is what we needed. And was a comfortable walking distance to the address we needed to be at each day, and the reason for our visit to Prague."
3536,original,,,"great small apartment, clean, and absolutely loved the elevator design!"
3533,original,,Nothing,"Our studio was spactacular, Prague Days team was very kind and helpful. So it was a perfect stay at all. At details it is so clised to old Town and also to the all transports, cafes, markets ext. Apartment was really chic and cozy , felt really at home. We communicate really well with hostes they thought every detail in the house. And maybe th most important thing is everything was New and clean. Thanks for your hospitality 🙏"
3526,original,,The shower kept flooding the bathroom but this was sorted out quickly. Other than this there was no other issues.,The location was perfect as everything was walking distance. The apartment was spacious and very well equipped.
3525,original,"Spacious, clean, and quiet! Awesome place.",,"Beautiful, clean, and spacious. We loved this apartment! Nice outside seating, quiet at night, and great amenities. Walkable area. We really appreciated the list of recommended food places, markets, and nightlife. Host was responsive and helpful. We highly recommend this place!"
3518,original,Excellent value for the money,"A small tip for future guests, and it refers to the installation of holders in the shower cabin for soaps and shampoos and additional holders in the toilet itself.","Dear all,

first of all, I would like to thank you for your complete service and the speed of answering all our questions. The apartment impressed us in any case in terms of hygiene, comfort and location, and the important thing is that the apartment is located in a quiet area without noise and excellent connections with all localities in Prague.Also we were very happy that we had a parking spot. 
Everything was excellent and if we come to Prague again, we will definitely be your guests.

Best regards,
Sandra"
3517,original,Centrally located and staff is helpful,No elevator.,"The property was centrally located which is I like best, but there is no elevator, if you  booked probably you just need to bring a back pack, but if you have luggage I wont even recommend to my worst enemy"
3516,original,,"The door padlocks are not comfy , many times I've called to get access codes",Good Value for Money clean
3507,original,"Beautiful apartment, luxury facilities, big, clean, comfortable, perfect for our family of four, great location for expl",Finding the key was tricky as location of key lock was not opposite the door as described in booking.com. It was down a different side road off the main road and round a corner from the property road. A bar man in a local pub recognised the location from the photo to help us locate it!,"The size, location, comfortable, great facilities, secure and safe."
3504,original,We had an amazing stay at CORU House!,,
3501,original,Very content with my stay here.,We had issues with wifi for 2 days but the staff resolved the issue and even offered 15 % discount. Very nice gesture from their side.,"The location was very good. Close to the center. The appartment was clean and well equipped. The small details like shower gel, shampoo, coffee capsules and sleeping mask and more was a nice surprise. The staff is very helpful and responds very quickly."
3497,original,"Nice place, well connected","We had to wait after the check-in hour as the cleaning wasn't made until we got there.
So, we left the luggage and took a walk for an hour before getting into the apartment.","Good location, well connected, near a very good italian restaurant."
3496,original,,,"I loved everything about this apartment! The location was amazing. I was alone and I felt super safe. The view from the apartment is breathtaking. 

There is everything that you need for stay in Prague!"
3495,original,Best spot for solo and family travellers,Nothing,Great as always. Clean. Efficient. Amazing location.
3494,original,,,Cozy. spacious. great staff. great customer service.
3487,original,,,"We were pleasantly surprised that the apartments completely corresponded to how they looked in the picture. Everything was very clean, shower facilities were provided for each guest. In the kitchen, you could find a lot of dishes and all the means for washing. The bed was very comfortable. 1 min to the metro and 1 min to the tram, which is also very convenient to walk from the apartments to the center. We are completely satisfied with everything and recommend it for a visit!"
3483,original,Amazing. 10&#47;10,Nothing. Would def stay again.,"Check in is easy and totally remote. You do have to fill out a form online before arriving before they text you the electronic code to open front door and open room. The apartment is big, clean, has AC, feels modern, quiet location next to several good Czech restaurants. Full kitchen. Has elevator. Has free laundry and with free laundry detergent (great!!). Right across the street is underground subway. Did not feel like I was in a touristy area. Walkable to many stores, cafes, and bars in Vinorhady 2 area."
3480,original,"A comfortable stay, reasonably priced with all amenities.",Nothing,"The property had everything I needed: A comfortable bed, many outliers, kitchen area and a washer. Plus the property had a lift. The bonus was the metro was only about 500 meters away and took you anywhere and very easy to navigate."
3477,original,,"The bathroom and the kitchen area is in really bad condition. The one wall next to bed has a falling paint on it. The room itself is on lowest floor in the inner courtyard of the house, so it is really dark inside. There were no dishwashing soap inside, the toilet paper was also limited. Overall if you consider the location the price was relevant to the quality.",
3475,original,good,fan was broken,"good location, facilities were great and clean"
3470,original,"Perfect for our nomadic life, will be back next year!","The shower had a leak which needed to be fixed, it was done quickly. They only had small hotel shower gel. Would be better to have one of those locked shower gel dispensers.","Very comfortable and had all the amenities needed for a home office including a standing desk.
There were beautiful real plants in the apartment which was an absolute bonus.
Location was fantastic and you could walk into the city centre in 30 minutes along the river."
3467,original,"Good, except 2 things","1) the folding bed was terribly creaky
2) worker entered the apartment in the morning to do smth with the door lock, but she didn’t knock, didn’t ring the bell, didn’t ask if we could enter. To be honest it was very unpleasant moment when someone is entering the apartment (like if it is their home) while you are just dressing up after the shower. It was totally inappropriate",All except points below was great
3465,original,,"Entry hallway smelled artificially parfumed, apartment also had strong chemical cleaning smell when we entered.","Clean and spacious apartment in a great location - Metro and tram super close, 15mins to old town. Can’t cook a gourmet meal there but essentials are there."
3463,original,Perfect stay and perfect apartment! Go for it!! No doubt,,"Everything was PERFECT!
- Very comfy apartment (good beds, living room, kitchen and toilet).
- Great location (walking distance from everything), quiet street (no noise at all)
- Helpful and very kind staff"
3462,original,Loved it!,,"Very nice loft with everything you need for a stay, with all the nice small details that make it great. Location is in the heart of everything, super close to great breakfast locations."
3457,original,,Keypad too small to. Bourbons difficult to press accurately.,"Modern, comfortable apartment
Clean and everything worked."
3453,original,We extended our stay. Moved to another terrific apartment in the building.,,Comfortable beds and pillows and a great shower with lots of hot water and good water pressure.
3450,original,Nice accommodation with some downsides,"Let me list all the negative points:
&gt; No real curtain in the bedroom with the large bathroom, only a transparent curtain.
&gt; One room has only a small bathroom (without shower), which is a bit difficult with 4 people, but you know beforehand. However, the smaller bathroom has NO mirror (even on request there was no mirror). In addition, there is only cold water in the small bathroom. 
&gt; The room with the smaller bathroom does not have its own door. The bathroom itself has a door, but this whole area has no door, so you don't really have your privacy. 
&gt; The one washbasin is nice, but due to the design, the entire facility is always wet. Speaking of storage, there is no good storage in either bathroom. 
&gt; The outside area is ok, but in a rather run down courtyard. The terrace is constantly full of bird feathers because there are always lots of birds there. 
&gt; In addition, right next to the terrace is the kitchen window of a restaurant, but this did not interfere with sleeping. 
&gt; There is only one small tea towel, which is not really a tea towel.
&gt; The support is keen and reacts quickly, but unfortunately our request was misunderstood: We wanted a proper curtain in the bedroom and we were told that there is no shower curtain. We also complained that there was no mirror in the smaller bathroom, to which the support said &quot;The smaller bathroom is just a toilet with a sink and the mirror was not even there&quot;.","The accommodation itself felt comfortable and safe. The furnishings are simple but stylish. The large bathroom is modern and has a nice shower. The outdoor area is practical, but you don't really feel comfortable due to the surroundings (see picture). 
The security doors are very good and stable, also the system with the numerical code for unlocking is useful and better than a key. The support is basically helpful, but this does not always lead to the desired goal."
3439,original,,"Entry hall had a nearly-constant smell of garbage or sewer gas. Could have just been service work in the area, so perhaps it was simply poor luck this trip. Not present anywhere else, so it's more of an observation than a complaint.

Shower stall floor was extremely slippery in use with no texturing, no shower mat for stability and no handles installed in case of slippage.",
3435,original,Thank you very much for your prompt assistance and clarification.,"1.It is too inconvenient to provide the key before all the passengers sign in.
2. Parking is available, but it's too inconvenient to use, so we have to find another parking space outside.",My favorite was the washing machine and the quiet accommodation.
3431,original,It was great. The apartment is in the heart of the city.,The WiFi didn’t work sometimes,"Location, self check in and check out, responsive staff, very clean"
3430,original,Responsive owners to solve laundry machine,Laundry machine not working but was fixed during my stay,Spacious and cleanliness
3425,original,,,"Design interier, gift on room, High Ceiling room, Comfortable living, luxurious option, even surprising"
3419,original,"Great location,  very clean, great value","Didn't like the ladder to get to bed, wasn't very easy to get up and down at night","Great location. Very clean studio, well equipped"
3418,original,,"We felt a lack of that extra effort for the client, a quite &quot;formal&quot; and minimalistic attitude in service, maintanance and equipment: a few broken stuff, very little products (soaps, toilet paper, coffee) and formal &quot;no&quot; answers when we asked for something extra like an early check-in or extra matress (both which we accidently found possible later on). 
-It can get noisy, though mostly it's ok. -There is no air conditioning so windows must stay open. It can get hot in the rooms.
-Although there are 2 showers, there is only one toilet. It wasn't clear in the description I think","Tha apartment is spacios and location is super central&amp;convenient. The kitchen is quite comfortably equipped, there is a laundry machine and alot of natural light coming in. The staff was available and responding."
3413,original,,Unfortunately there was a technical problem with the door codes. It took several calls to the (very friendly) remote-reception to patch things up. Help was immediate though.,Quiet despite being very central. Very close to the mainstation with a nice little quarter just outside the door.
3404,translation,,"The beds are uncomfortable, especially the sofa bed which is really badly made.","Cleanliness, location, comfort, staff assistance."
3399,original,10&#47;10,Nothing,"Everything! Facility was great, staff were really friendly, coffee capsules were provided, bed was comfortable, room was clean. Perfect! 10/10!"
3396,original,"Excellent Location, Great Amenities Nearby","The furniture was a bit run down, but fine.  This apartment can be Excellent with minor tweaks. Overall, we really enjoyed our stay.","The location was amazing for our needs. The place worked great, loved all the amenities nearby."
3394,original,,The coffee Maker did not work.,
3387,original,"Great location, great apartment",,"The location of the apartment was great, extremely spacious, and perfectly fit for a family of 3."
3381,original,Great Stay and comfortable Apartment,we struggled to get the second pair of keys due to some misunderstanding in their office but luckily Michelle (I hope I spelled it correctly) solved the issue and gave us the keys. Thank you Michelle,we collect the first pair of keys from a lock box which was easy
3376,original,Absolutely NOT deluxe,"This is not deluxe by any stretch of the imagination. It's fully furnished from IKEA and trysk and the bed linen and pillows and mattress are super cheap and it really affected my sleep, the worst sleep I have had in 3 months according to my watch and this really affected our energy levels during the day. Very dusty and no attention to detail by the cleaners. The floors need a good mop too. The dining table is badly damaged. The furniture fabrics were dirty and no cushions on the sofa so not very comfortable. One of the chairs had a hole in the fabric.The wifi didn't work and it took a day to get it fixed. The shower head kept moving and spraying water everywhere so you had to mop after each shower. The toilet doesn't have a sink so you have to go to the shower room to wash your hands, not very hygienic. Oh and bring your own shampoo and shower gel, the one provided is awful. Some of the flooring is loose in the living space so mind your feet. You'll have a good laugh at the cheap frying pan as it spins round on the cooker though. Bird poop on the balcony when we arrived. But worst of all the instructions on how to get access were incorrect which started off the stay really badly and added in unnecessary stress.","The location was great, especially because the Artic Bakery underneath. Nice bright spacious accommodation. Nice balcony to sit out for your morning coffee."
3372,original,Very good Praha experience.,"I had a 10 day stay. I think it would have been good to have one sheet / towel change during my stay. I don’t think it is necessary to have a daily change and appreciated that I wasn’t disturbed by any room checks / cleans, but that one change would have made my stay perfect.",Good facilities. Good location. Easy access to building. Laundry very handy for my longer stay without any extra cost. Kitchen well equipped and glad for kettle &amp; toaster.
3366,original,,A bit of noise from the bar next door and the couch could be a bit better for longer term stays.,Great place for short term stays
3355,original,,"No AC and its on the top floor. Im summer, not a lot of air flow even with windows and balcony doors open. No blinds on the balcony door so as soon as the sun rises you are awake. Would be a lovely place for shoulder seasons when there is a breeze, or in winter.","Lovely fresh, clean, new apartment. Plenty of facilities - shower, washing machine, fridge, cooking essentials. Easy walk to sites."
3351,original,Memorable,"Pillows too soft and squashy for my taste.
Check out is set quite early and no storage facility within a kilometer, which is inconvenient in case of an afternoon flight.","The bathroom was new or refurbished, very clean and spacious. The shower and the drain worked properly which is not so common.
Fully furnished and functional kitchen uint, though we never really cooked - eating out in Pargue is an experience of its own.
Laundry and ironing in the basement - quite handy for longer stays like ours."
3348,original,"New apartment, good location, but insanely small. Door lock doesn’t work! Broken bathroom door","The high disappointment so far! 

Apartment is insanely small even for 3 adults and 1 child. 
the was problem with building lock! First 4 days you could go out but could not get into the building, because, someone from inside were always closing doors on lock from the inside, so the code would not work!I reported the problem and asked for the key instead of code, the answer was rude and unprofessional! They wrote a message in booking: “just push the door harder” 😠 they door was locked inside by someone, because we saw other people struggling with the building door! So if you want to stay in Prague and stay just in small apartments then you can stay with Prague days. If you want to walk and see the city, definitely not recommended.

We reported a problem that bathroom door is broken, it was impossible to close. They said that they will send someone. But then someone put the  door wrongly,  that there could be a chance that door would fell. So again we could not close the door.",Apartment is new
3343,original,"Perfect position near to Charles Bridge, the river, the historical town centre, restaurants, bars.",Nothing could have been improved.,The location is literally perfect. You won't find better!
3335,original,Good.,"Part of the shower was broken, but the shower itself was still usable. Kitchen had barely anything in it and some drawers didn't work.","Location of the apartment was great, everything was clean and looked good. It had two AC units which was greatly appreciated."
3333,original,"Was good location and safe.  Had comfortable beds, kitchen and a decent bathroom.",Nothing really,The size and the location
3329,original,Thank you everything was amazing 🤩,,"Very comfortable, practical set, all clean and well maintained;) close to the main city attractions."
3324,original,,"1.It is hard to find a place to park if you come with car (may be a bit more instruction there would be helpful)
2.Check-out is at 10:00 which is a bit earlier","Very good place to stay, everything was on top level (comfort. location, every single detail)"
3323,original,A great apartment to stay. Quiet area but easy access to Old Town.,"Not much. The given door code wasn't working when we arrived. However, the issue was resolved fairly quickly after contacting the customer service.","Very tiny and newly furbished apartment. Beds were comfortable. There is a outdoor area / garden which was very nice to sit outside during nice weather. 
Very good communication from the customer service via messaging &amp; text."
3321,original,"Second to none, one of the best experiences we had in years.",n/a,"The place was second to none, good location, near to everything, within walking distance to the old town, spotless, looking like new, one of the best I have seen in years."
3310,original,,,Location
3306,original,Perfect location apartment,"No A/C, and the apartment was no so clean",The ubication was the best part
3302,original,excellent,the fact that under the carpet were some tufts of hair!,The apartment was excellent
3299,original,,"The 6th floor without an elevator can be a little challenging after a whole day of walking around the city.
Floors and doors are creaky.",Cozy place with great atmosphere. Located close to transport and walkable distance from Vyshegrad and old city. Well equipped and thoughtful.
3293,original,Marvelous place,,"This is fantastic place to stay. It's close to main attractions, in the middle between train station. Old Town and Vysehrad. At the same time there is metro station 1 min walking from the building and also trams. There are restaurants and mini grocery shops next to building. Apartment was spacious, very convenient, fully equipped bathroom and kitchen. Apartment is new and fresh. Super clean. Admin staff is available for all the questions and extra requests, very accommodating."
3289,original,,Nothing,"Sunny loft, fully equipped kitchen, responsive and friendly hosts"
3281,original,,,"location, good apartment with small children (2 and 6 age old) , very clean, and the staff did more than we requested thanks you for that!"
3280,original,Great vacation in a perfect apartment,Everything was fine. We had nothing to complain about.,Great location. We were four people and stayed there comfortably. It was also clean and useful.
3278,original,,,Amazing apartment high quality brilliant location
3276,original,,,The apartment is spacious
3275,original,Excellent Location &amp; Facilities,The trams outside the building are loud. I wore brand new earplugs and I slept fine.,Excellent location by Metro stop. Clean. Recently refurbished. Good facilities with laundry room.
3274,original,"Nice place to stay, would visit again.",The bed was very firm.,Located in a quiet area within easy walking distance to the center of the city. The room was very clean. Code for the doors worked really well.
3270,original,,there is nothing i don't like,The facility location is excellent. kitchen is useful. coffee service is very good. communication is good. safe. we will come again
3269,original,,,"the location was great. It was just a few minutes away from the station, which was 3 or 4 stations away from old town. There were also a lot of good restaurants and supermarkets near us, so we could easily get groceries. The apartment was very clean and comfortable. It had everything we needed for our stay. we had trouble getting in the apartment at first, because our code didn't work, but after we called them someone bought us the key as soon as they could (took about 20 mins). All in all it was a very positive experience, the check in and check out went smoothly and we really enjoyed our stay. would definitely recommend. Thank you."
3257,original,,,"The location of the apartment was perfec. Next to the many trum lines. 
The apartment was beautiful, new and clean."
3255,original,Cosy modern ground floor apartment in great neighborhood,"Apartment is situated on the ground floor and you cannot open the windows without having a feeling smo will climb right in. Also no way to air or bring light without the whole street looking in.

Thermostat was set very high and although smo came by to try to fix it it was set at 24-25 degrees. Netflix was available but shared with all flats so I could almost never watch..","Very nice and modern apartment. I liked the tiny details; slippers, bottle of wine (although water might have been more useful), dishwashing soap etc. Very nice.

Communication with the owners was great. Really reactive.

Very central but still quiet neighborhood."
3244,original,,"I didnt like that the check in time was at 4 pm and check out at 10 am which is very tight.

Wifi was not stable and had to wait for the replacement of temporary wifi.","Location was perfect the flat was super clean and fully equipped and felt like home.

Also the electronic key is a hassle free facility.

I would definitely consider this place for my future visits to Prague.

Staff was very helpful and friendly"
3240,original,,,"The location was perfect. I didn't use public transport at all because I could walk wherever I wanted. The cleanest apartment I've ever been to. Communication was quick and the hosts were very kind and caring. I would love to come back one day, I had a great time here"
3229,original,Perfect location and clean,,Perfect location and clean apartment
3227,original,,"Registration may be overcomplicated for non-techy people.
Lack of actual TV channels, only Netflix was available.","Parents had very comfortable stay and really enjoyed the accomodation.
Great value for quite an affordable price."
3218,original,Very comfortable stay!,Unfortunately you can hear the noise of the traffic (especially if you use living room as an additional bedroom). Also noisy refrigerator (quite loud at night). But these are just small improvement areas to be considered.,"Very nice apartment in a nice area of the city. In apartment we had everything what we need for the family, so noting really to complain about."
3207,original,,"The lamp in the living room was missing and a cable was hanging from the celing.
The air conditioning unit in the bedroom dripped water.
In spite of my messages to the structure with regards to the issues in the apartment no feedback was received.
At my arrival I received an email with an unjustified charge of 8000 CZK K. No explanation for it was received from the structure in spite Booking was informed.","The apartment is located in a new building, modern and elegant."
3200,original,,"It gets pretty hot  when were tbdtr so you have to sleep with the windows open. These windows however let in so much noise, I think I heard a band once, else than that construction, and just people screaming in the streets",Best placement someone could hope for
3196,original,,"The bathroom lacks a separate door, instead, it is combined with the toilet, making it impossible to use both simultaneously.","The Charles Bridge was within easy walking distance from the accommodation.
The room matched the advertised description perfectly.
All the necessary amenities were provided during our stay.
I highly recommend this apartment to others.
The hosts were easily accessible and promptly addressed all our inquiries."
3195,original,,,House was really clean and pleasant. It was quiet place and we were close to everything. Location is amazing. Definitely recommend staying here.
3192,original,,A bit noisy in the evening due to the central location and people walking home from a night out,Very nice and central location. Spacious apartment for 3 people
3190,original,We were very comfortable and loved it. Even the creaking bed didn&#39;t matter that much.,The sofa bed in the living room actually creaks mercilessly... :),Very good location. A 5-minute walk will take you to Andel subway station. Next to the metro Lidl. Near the apartment (20 meters) a small grocery store. Parking 40 meters next to the street corner. We were very comfortable.
3174,original,,,Parking facility. Tram near the apartment
3171,original,,,"it was spacious, clean, comfortable and near good restaurants and coffee shops. it was very close to public transport."
3170,original,Just extremely disappointing around their security system and customer service. Had I not had internet or a my phone was,"I do not recommend this accommodation unless they have addressed the issues they have with their lock system/security. During my stay I needed to use a code to enter the building as well as my apartment. And there were more than one occasions where the code did not work as well as my battery to my apartment not working and not being able to access my apartment. 


Another terribly unsettling experience was that I came back home to find my apartment was unlocked and left opened by a staff member. No one told me that someone needed to come to check the battery of my lock and so the lack of communication on that was already an issue. Then to find my apartment left wide open while I was not there was extremely unsettling. And after asking the property about why this was their response lacked accountability as well as understanding around how dangerous this was. It was not until I experienced another issue my battery lock not working as well as not being able to get into the building that the property gave a more sincere response but this was after I had to share my grievances multiple times. I asked for alternative solutions like having a spare key and yet they gave me the wrong key and then told me they couldn’t give me the dead bolt key to my apartment. After sharing how difficult and disappointed everything had been I was offered a 10% discount but I truly would have just preferred to have cancelled with a full refund with all of those safety issues. 

Just extremely disappointing around their security system and customer service. Had I not had internet or a my phone was dead that would have left me in even more compromising positions and I would just hope that this property is keeping that in mind and thinking through better reliable solutions. As well as thinking through training around communication and safety for their guests if staff need to access our rooms. This is a fairly expensive accommodation and for these issues to happen it’s too disappointing.","Pretty quiet area and nice walkable green spaces near by. Walkable to a good amount of cafes, restaurants and grocery stores."
3169,original,"Comfortable , Good and everything was in my apartment","The toilet was little to high 😂,yeah….
But other things was good and well",
3154,original,Spiders and no cleaning between clients,"How to start... It was the most awful accommodation I ever stayed in. We got there at around 12AM, all good with the key - but when we got into the building a horrific smell - they keep the garbage inside, at the entry and in 4 night we spent there no one picked it up - you can imagine the smell :( Ok, then we found the door and entered the apartment and all looked kind of good, they bought some nice furniture but put it in an apartment that wasn't renovated or even cleaned when they rented it. Also, this building (not sure if all or a part of it) was a hostel and when I say they didn't put cleaned it, I think it has some signs on the doors and walls from that time. The even worse part came when we entered in the bedroom and in a few seconds 2 enormous spiders were climbing on the walls from the top of the bed. We found another on the curtains because after that we we're looking for them. The spider issue is not a new one as on the walls in Livingroom there were 2-3 marks of someone else killing spiders (one was even killed with the shoes). It was very late, but I sent a message to Prague Days mentioning the spiders and they responded in the morning, sending someone with a spray to kill the bugs. I hoped they did some cleaning as well, because you can tell they don't even vacuum between customers.
Also, in the shower there is - a hole probably - hidden with duck tape - like in a horror movie.
This was my experience, had to share it because all I can see here were good comments and this accommodation needs a renovation and improved cleaning services.","The guys from Prague Days we're very prompt and helpful.
The linen and towel smelled really nice and very clean."
3145,original,"Everything was great, would recommend",,"Everything was fine, the apartment was very clean, the place is also on a very quiet street, great for family stays"
3144,original,,,"Clean, friendly and responsive host company, quiet street"
3143,original,"Great place to stay, for families and couples",,"Clean apartment, great location, all necessary item present"
